Time,Amplitude
4.6,0.14952966713787294
4.61,0.157014118451347
4.62,0.07082824895983411
4.63,0.014097829549999153
4.64,-0.027348697658693372
4.65,-0.061479682580379426
4.66,-0.07665962031462836
4.67,-0.08039415739735956
4.68,-0.0693162911531545
4.69,-0.06034011146494922
4.7,-0.05492914305086122
4.71,-0.04928465367175446
4.72,-0.041858292597476636
4.73,-0.028342592429356595
4.74,0.013233796898478123
4.75,0.05228970903077982
4.76,0.08569809186819724
4.77,0.11707229058375312
4.78,0.119191694873186
4.79,0.11417406958165535
4.8,0.07286795025102255
4.81,0.01198220230622427
4.82,-0.03938386921714303
4.83,-0.07377687839886204
4.84,-0.08623821433691842
4.85,-0.08844101643595542
4.86,-0.09942615870760589
4.87,-0.0782349767442923
4.88,-0.07092788898698153
4.89,-0.06258317313829888
4.9,-0.06266171938334456
4.91,-0.05309172676009822
4.92,-0.03380440986235618
4.93,0.056909106306342445
4.94,0.1561981520491656
4.95,0.18672303202410911
4.96,0.19790683065684536
4.97,0.1725228644884845
4.98,0.06454712737922219
4.99,0.005937129484264683
5.0,-0.030593557545033404
5.01,-0.03834632825237436
5.02,-0.06966910640304302
5.03,-0.09212776679249587
5.04,-0.11222609753486765
5.05,-0.11228042140155778
5.06,-0.09640354372820675
5.07,-0.10080744768007456
5.08,-0.08606014820097219
5.09,-0.07799416504877857
5.1,-0.03731979265114834
5.11,-0.002167011997764523
5.12,0.0873994352655828
5.13,0.2006057389055659
5.14,0.23354843241570888
5.15,0.21413698234742806
5.16,0.1088966579983235
5.17,0.028513947114047967
5.18,0.01801522777048315
5.19,-0.04566400456477438
5.2,-0.09482594213123591
5.21,-0.09413940875767289
5.22,-0.10763317282934833
5.23,-0.1259336577504601
5.24,-0.125535308826803
5.25,-0.1190253932208504
5.26,-0.10926985853038841
5.27,-0.09320619942707677
5.28,-0.0675764058529245
5.29,-0.037631866053213
5.3,0.026298591098359626
5.31,0.09363035785582138
5.32,0.22012708435762737
5.33,0.30443344544461654
5.34,0.26132760477780737
5.35,0.2102172331572568
5.36,0.11702131483491984
5.37,0.03738458370369225
5.38,-0.06673363259478922
5.39,-0.1148111837560978
5.4,-0.13466158235699913
5.41,-0.1714098872648698
5.42,-0.16415509792980046
5.43,-0.17153744426689482
5.44,-0.13316807454613566
5.45,-0.0952429725043364
5.46,-0.08254266720240955
5.47,-0.08035431302355187
5.48,-0.07357566431775589
5.49,-0.05110110790153654
5.5,0.022294912349143742
5.51,0.15252925633963146
5.52,0.3964063745386302
5.53,0.4834681534422697
5.54,0.3447585977585414
5.55,0.1354730415273125
5.56,-0.037804432138343856
5.57,-0.12492868780540858
5.58,-0.18234867859188705
5.59,-0.1821665335379194
5.6,-0.17625214567660225
5.61,-0.21116060055888206
5.62,-0.22922190539887927
5.63,-0.2027469641925196
5.64,-0.16838043460136384
5.65,-0.15232062625036624
5.66,-0.18772529652457248
5.67,-0.19389794648050665
5.68,-0.140007537053991
5.69,-0.03327176417640869
5.7,0.15524125929266822
5.71,0.6019117107517337
